No Tiket,Nama Service,SID,Produk,Bandwith,Tiket Open,Tiket Close,Stop Clock (Durasi),Durasi (Jam),Durasi (Menit),Penyebab,Action,Kategori Layanan,Unit PLN Pengguna,Jenis Gangguan,Detail Gangguan,Lokasi Gangguan,source_file,penyebab_norm,Lokasi_GI,Lokasi_POP,Lokasi_KM,Lokasi_Risiko,kategori_risiko,bulan
EM2395WN,[UIP3BS - UPT MEDAN] GI PANGKALAN SUSU 275KV,990000320363741,IP VPN,1Mbps,2025-02-05 16:03:00,2025-02-05 18:50:00,0.0,0 days 02:47:00,167.0,PENYEBAB : GANGGUAN SOFTWARE PADA PERANGKAT ROUTER DISISI LASTMILE ACTION :  PERBAIKAN SOFTWARE,PERBAIKAN SOFTWARE,NON SCADA,PLN UNIT INDUK P3B SUMATERA,LASTMILE,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,penyebab gangguan software pada perangkat router disisi lastmile action perbaikan software,,,,,,2025-02
EM23CDJ2,[UIP3BS - UPT MEDAN] GI PANGKALAN SUSU 275KV (SCADA),990000320363740,IP VPN,1Mbps,2025-02-05 16:03:00,2025-02-05 18:50:00,0.0,0 days 02:47:00,167.0,GANGGUAN :SOFTWARE PADA PERANGKAT MIKROTIK DI SISI LASTMILEACTION :PERBAIKAN SOFTWARE,PERBAIKAN SOFTWARE,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,LASTMILE,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan software pada perangkat mikrotik di sisi lastmileaction perbaikan software,,,,,,2025-02
EM238CQ8,[UID SUMUT - UP3 PEMATANG SIANTAR] ULP TANJUNG TIRAM,990000020276831,IP VPN,1Mbps,2025-02-05 07:00:00,2025-02-05 19:52:00,461.0,0 days 05:11:00,311.0,GANGGUAN PERANGKAT ROUTER DISISI LASTMILEPERBAIKAN PERANGKAT ROUTER,PERBAIKAN ROUTER,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,LASTMILE,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan perangkat router disisi lastmileperbaikan perangkat router,,,,,,2025-02
EM238VTV,[UID SUMUT - UP3 PEMATANG SIANTAR] ULP INDRA PURA,990000020276914,IP VPN,1Mbps,2025-02-05 07:00:00,2025-02-05 19:52:00,461.0,0 days 05:11:00,311.0,GANGGUAN PADA PERANGKAT ROUTER DISISI LASTMILEACTION : RESTART PERANGKAT ROUTER,PERBAIKAN ROUTER,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,LASTMILE,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan pada perangkat router disisi lastmileaction restart perangkat router,,,,,,2025-02
EM2395M4,[UID SUMUT - UP3 NIAS] ULP TELUK DALAM (FONISASI FO ICON+),1000168297,IP VPN,512Kbps,2025-02-05 15:59:00,2025-02-05 23:34:00,390.0,0 days 01:05:00,65.0,"GANGGUAN PUTUS KABEL FO DIJARAK 13,7 KM DARI POP UP3 GUNUNG SITOLIACTION : PENYAMBUNGAN KABEL FO",PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 13.7,202502.xlsx,gangguan putus kabel fo dijarak 13 7 km dari pop up3 gunung sitoliaction penyambungan kabel fo,,,13.7,,,2025-02
EM239ZYU,[UIP3BS - UPT MEDAN] GI GUNUNG SITOLI (SCADA),1000121065,IP VPN,2Mbps,2025-02-05 15:59:00,2025-02-05 23:34:00,390.0,0 days 01:05:00,65.0,"GANGGUAN PUTUS KABEL FO DI JARAK 13,7 KM DARI POP UP3 GUNUNG SITOLIACTION : PENYAMBUNGAN KABEL FO",PENYAMBUNGAN KABEL,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 13.7,202502.xlsx,gangguan putus kabel fo di jarak 13 7 km dari pop up3 gunung sitoliaction penyambungan kabel fo,,,13.7,,,2025-02
EM2395XT,[UID SUMUT - UP3 NIAS] GUDANG MATERIAL IDANOI ,1000117855,IP VPN,512Kbps,2025-02-05 15:59:00,2025-02-05 23:34:00,390.0,0 days 01:05:00,65.0,"GANGGUAN PUTUS KABEL FO DIJARAK 13,7 KM DARI POP UP3 GUNUNG SITOLIACTION : PENYAMBUNGAN KABEL FO",PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 13.7,202502.xlsx,gangguan putus kabel fo dijarak 13 7 km dari pop up3 gunung sitoliaction penyambungan kabel fo,,,13.7,,,2025-02
EM239LVD,[UIP3BS - UPT MEDAN] GI GUNUNG SITOLI,1000186004,IP VPN,1Mbps,2025-02-05 15:59:00,2025-02-05 23:34:00,390.0,0 days 01:05:00,65.0,"GANGGUAN PUTUS KABEL FO DIJARAK 13,7 KM DARI POP GUNUNG SITOLIACTION : PENYAMBUNGAN KABEL FO",PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 13.7,202502.xlsx,gangguan putus kabel fo dijarak 13 7 km dari pop gunung sitoliaction penyambungan kabel fo,,,13.7,,,2025-02
EM239ZPB,[UIP3BS - UPT MEDAN] GI TELUK DALAM,1000186008,IP VPN,1Mbps,2025-02-05 15:59:00,2025-02-05 23:34:00,390.0,0 days 01:05:00,65.0,"GANGGUAN PUTUS KABEL FO DIJARAK 13,7 KM DARI POP GUNUNG SITOLIACTION : PENYAMBUNGAN KABEL FO",PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 13.7,202502.xlsx,gangguan putus kabel fo dijarak 13 7 km dari pop gunung sitoliaction penyambungan kabel fo,,,13.7,,,2025-02
EM23CXAA,[UIP3BS - UPT PEMATANG SIANTAR] GITET ASAHAN (SCADA),1000009335,IP VPN,1Mbps,2025-02-05 12:00:00,2025-02-06 03:47:00,797.0,0 days 02:30:00,150.0,PENYEBAB : GANGGUAN PUTUS CORE DI SISI JOINT BOX DI JARAK 300 M KE ARAH POP PORSEAACTION : MANUVER  CORE,MANUVER CORE,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,penyebab gangguan putus core di sisi joint box di jarak 300 m ke arah pop porseaaction manuver core,,,,,,2025-02
EM23X3D7,[UIP3BS - UPT PEMATANG SIANTAR] GI ULPLTA ASAHAN I,990000320417302,IP VPN,1Mbps,2025-02-05 12:00:00,2025-02-06 03:47:00,797.0,0 days 02:30:00,150.0,GANGGUAN: PUTUS CORE DI JARAK 300 METER DARI JOINT BOX GANGGUAN KEARAH POP GI ASAHAN. ACTION: MANUVER CORE,MANUVER CORE,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: GI ASAHAN  | KM: -,202502.xlsx,gangguan putus core di jarak 300 meter dari joint box gangguan kearah pop gi asahan action manuver core,,GI ASAHAN ,,GI ASAHAN ,Low,2025-02
A0030779,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP SIPIROK,990000020276832,IP VPN,1Mbps,2025-02-06 14:25:00,2025-02-06 15:56:00,0.0,0 days 01:31:00,91.0,"GANGGUAN PUTUS KABEL FO DIJARAK 22,5 KM DARI POP SIDEMPUAN KEARAH POP ULP SIPIROKACTION : PENYAMBUNGAN KABEL FO WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2025-02-06 11:47 MENJADI 2025-02-06 14:25",PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: SIDEMPUAN | KM: 22.5,202502.xlsx,gangguan putus kabel fo dijarak 22 5 km dari pop sidempuan kearah pop ulp sipirokaction penyambungan kabel fo waktu gangguan mulai telah di ubah dari 2025 02 06 11 47 menjadi 2025 02 06 14 25,,SIDEMPUAN,22.5,SIDEMPUAN,High,2025-02
EM2AQG4D,[UID SUMUT - UP3 PEMATANG SIANTAR] ULP PEMATANG RAYA,1000181795,IP VPN,1Mbps,2025-02-06 13:58:00,2025-02-06 18:11:00,0.0,0 days 04:13:00,253.0,GANGGUAN MODUL SFP DISISI POP UP3 PEMATANG SIANTARACTION :  PERBAIKAN MODUL SFP,PERBAIKAN SFP,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PERANGKAT,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan modul sfp disisi pop up3 pematang siantaraction perbaikan modul sfp,,,,,,2025-02
A0033258,[UIP3BS - UPT MEDAN] GI LAMHOTMA (SCADA),10000036240011,IP VPN,1Mbps,2025-02-07 14:30:00,2025-02-07 15:25:00,0.0,0 days 00:55:00,55.0,GANGGUAN JALUR SEGMENT POP BELAWANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop belawanaction reroute jalur,,,,,,2025-02
A0033260,[UIP3BS - UPT MEDAN] GI LABUHAN (SCADA),990000320320596,IP VPN,1Mbps,2025-02-07 14:30:00,2025-02-07 15:25:00,0.0,0 days 00:55:00,55.0,GANGGUAN JALUR SEGMENT POP BELAWANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop belawanaction reroute jalur,,,,,,2025-02
A0033263,[UIP3BS - UPT MEDAN] GI BELAWAN BARU (SCADA),1000070315,IP VPN,1Mbps,2025-02-07 14:30:00,2025-02-07 15:25:00,0.0,0 days 00:55:00,55.0,GANGGUAN JALUR SEGMENT POP BELAWANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop belawanaction reroute jalur,,,,,,2025-02
A0019281,[UIP3BS - UP2B SUMBAGUT] GITET BINJAI - GITET PANGKALAN SUSU,111201002940,CLEAR CHANNEL,2Mbps,2025-02-01 14:15:00,2025-02-08 19:44:00,9992.0,0 days 06:57:00,417.0,GANGGUAN JALUR SEGMENT PANGKALAN SUSU - PANGKALAN BRANDAN IMPACT GANGGUAN PUTUS CORE DIJARAK  6.2 KM DARI POP BRANDANPERBAIKAN : PENYAMBUNGAN CORE,PENYAMBUNGAN CORE,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 6.2,202502.xlsx,gangguan jalur segment pangkalan susu pangkalan brandan impact gangguan putus core dijarak 6 2 km dari pop brandanperbaikan penyambungan core,,,6.2,,,2025-02
EM2AS3W2,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP PADANG SIDEMPUAN KOTA,990000320505107,IP VPN,2Mbps,2025-02-08 20:01:00,2025-02-08 20:33:00,0.0,0 days 00:32:00,32.0,GANGGUAN PUTUS KABEL FO DIJARAK 1.2 KM DARI POP MINI SHELTER PADANG SIDEMPUAN KE ARAH POP RAYON SIDEMPUANACTIOON : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 1.2,202502.xlsx,gangguan putus kabel fo dijarak 1 2 km dari pop mini shelter padang sidempuan ke arah pop rayon sidempuanactioon penyambungan kabel fo,,,1.2,,,2025-02
EM2AJGPC,[UID SUMUT - UP2D] UP2D SUMUT - GH BINJAI TIMUR (SCADA),1000162998,METRONET,2Mbps,2025-02-10 16:27:00,2025-02-11 15:20:00,1195.0,0 days 02:58:00,178.0,"GANGGUAN : GANGGUAN PUTUS CORE DI JARAK 1,1 KM DARI POP SHELTER PAYAGELI KE ARAH LASTMILEACTION : PENYAMBUNGAN CORE",PENYAMBUNGAN CORE,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: SHELTER PAYAGELI | KM: 1.1,202502.xlsx,gangguan gangguan putus core di jarak 1 1 km dari pop shelter payageli ke arah lastmileaction penyambungan core,,SHELTER PAYAGELI,1.1,SHELTER PAYAGELI,Low,2025-02
A0043276,[UID SUMUT - UP3 PEMATANG SIANTAR] ULP PEMATANG RAYA,1000181795,IP VPN,1Mbps,2025-02-13 12:57:00,2025-02-13 15:23:00,0.0,0 days 02:26:00,146.0,PENYEBAB : GANGGUAN MODUL SFP DISISI POP SIANTARACTION : PERBAIKAN MODUL SFP,PERBAIKAN SFP,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PERANGKAT,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,penyebab gangguan modul sfp disisi pop siantaraction perbaikan modul sfp,,,,,,2025-02
EM2SQLPY,[UIP3BS-UP2B SUMBAGUT] GI BRASTAGI - GI TITI KUNING,1000093024,CLEAR CHANNEL,2Mbps,2025-02-13 20:59:00,2025-02-14 18:40:00,901.0,0 days 06:40:00,400.0,GANGGUAN JALUR SEGMENT GI BRASTAGI - TITI KUNINGACTION : REROUTE JALUR,PERBAIKAN JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment gi brastagi titi kuningaction reroute jalur,,,,,,2025-02
A0045718,[UID SUMUT - UP3 PEMATANG SIANTAR] ULP PEMATANG RAYA,1000181795,IP VPN,1Mbps,2025-02-14 19:58:00,2025-02-14 21:32:00,0.0,0 days 01:34:00,94.0,GANGGUAN : GANGGUAN PUTUS KABEL FO DIJARAK 500M DARI ARAH  POP MINIPOP.GH.RAYA ACTION : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: MINIPOP GH RAYA | KM: -,202502.xlsx,gangguan gangguan putus kabel fo dijarak 500m dari arah pop minipop gh raya action penyambungan kabel fo,,MINIPOP GH RAYA,,MINIPOP GH RAYA,Medium,2025-02
EM2SUMDF,[UID SUMUT] UP3 PEMATANG SIANTAR,10000027240023,IP VPN,6Mbps,2025-02-14 19:58:00,2025-02-14 21:32:00,0.0,0 days 01:34:00,94.0,GANGGUAN : GANGGUAN PUTUS KABEL FO DIJARAK 500M DARI ARAH  POP MINIPOP.GH.RAYA ACTION : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: MINIPOP GH RAYA | KM: -,202502.xlsx,gangguan gangguan putus kabel fo dijarak 500m dari arah pop minipop gh raya action penyambungan kabel fo,,MINIPOP GH RAYA,,MINIPOP GH RAYA,Medium,2025-02
EM2SAD5M,[UIP SUMBAGUT] PLN UIP SUMBAGUT (PLN NET),990000320309710,IP VPN,2Mbps,2025-02-15 19:57:00,2025-02-16 06:06:00,542.0,0 days 01:07:00,67.0,GANGGUAN PUTUS  KABEL FO DIJARAK  850 METER DARI POP PIKITRING ACTION : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UIP SUMATERA BAGIAN UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: PIKITRING | KM: -,202502.xlsx,gangguan putus kabel fo dijarak 850 meter dari pop pikitring action penyambungan kabel fo,,PIKITRING,,PIKITRING,High,2025-02
A0047088,[UIP SUMBAGUT] KANTOR UIP SUMBAGUT (BACKHAUL),990000320364962,IP VPN,5Mbps,2025-02-15 19:57:00,2025-02-16 06:06:00,542.0,0 days 01:07:00,67.0,GANGGUAN PUTUS  KABEL FO DIJARAK  850 METER DARI POP PIKITRING ACTION : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UIP SUMATERA BAGIAN UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: PIKITRING | KM: -,202502.xlsx,gangguan putus kabel fo dijarak 850 meter dari pop pikitring action penyambungan kabel fo,,PIKITRING,,PIKITRING,High,2025-02
A0047090,[UIP SUMBAGUT] KANTOR UIP SUMBAGUT,990000020265007,INTERNET CORPORATE,50Mbps,2025-02-15 19:57:00,2025-02-16 06:06:00,542.0,0 days 01:07:00,67.0,GANGGUAN PUTUS  KABEL FO DIJARAK  850 METER DARI POP PIKITRING ACTION : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UIP SUMATERA BAGIAN UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: PIKITRING | KM: -,202502.xlsx,gangguan putus kabel fo dijarak 850 meter dari pop pikitring action penyambungan kabel fo,,PIKITRING,,PIKITRING,High,2025-02
A0003693,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP NATAL,990000320314749,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN JALUR SEGMENT CYBER - PLN UIK REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment cyber pln uik reroute jalur,,,,,,2025-02
RQYEVVV5,[UIP3BS - UPT PEMATANG SIANTAR] GI BRASTAGI (SCADA),990000320272610,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN INI TERKAIT DENGAN INSIDEN : 25022305783  JAM OPEN : 17 02 2025  17:06 WIB JAM CLOSED  : 17 02 2025  17:20 WIB  ============================================= PENYEBAB : GANGGUAN JALUR SEGMEN CYBER - PLN UIK ACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan ini terkait dengan insiden 25022305783 jam open 17 02 2025 17 06 wib jam closed 17 02 2025 17 20 wib penyebab gangguan jalur segmen cyber pln uik action reroute jalur,,,,,,2025-02
RQYEN6JS,[UIP3BS - UPT MEDAN] GI GALANG / GITET GALANG,990000320496443,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN INI TERKAIT DENGAN INSIDEN : 25022305783  JAM OPEN : 17 02 2025  17:06 WIB JAM CLOSED  : 17 02 2025  17:20 WIB  ============================================= PENYEBAB : GANGGUAN JALUR SEGMEN CYBER - PLN UIK ACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan ini terkait dengan insiden 25022305783 jam open 17 02 2025 17 06 wib jam closed 17 02 2025 17 20 wib penyebab gangguan jalur segmen cyber pln uik action reroute jalur,,,,,,2025-02
RQYEN6Z8,[UIP3BS - UPT MEDAN] GI NEGERI DOLOK,1000113419,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN INI TERKAIT DENGAN INSIDEN : 25022305783  JAM OPEN : 17 02 2025  17:06 WIB JAM CLOSED  : 17 02 2025  17:20 WIB  ============================================= PENYEBAB : GANGGUAN JALUR SEGMEN CYBER - PLN UIK ACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan ini terkait dengan insiden 25022305783 jam open 17 02 2025 17 06 wib jam closed 17 02 2025 17 20 wib penyebab gangguan jalur segmen cyber pln uik action reroute jalur,,,,,,2025-02
RQYENLKL,[UIP3BS - UPT SIANTAR] GI LABUHAN BILIK,1000132594,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN INI TERKAIT DENGAN INSIDEN : 25022305783  JAM OPEN : 17 02 2025  17:06 WIB JAM CLOSED  : 17 02 2025  17:20 WIB  ============================================= PENYEBAB : GANGGUAN JALUR SEGMEN CYBER - PLN UIK ACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan ini terkait dengan insiden 25022305783 jam open 17 02 2025 17 06 wib jam closed 17 02 2025 17 20 wib penyebab gangguan jalur segmen cyber pln uik action reroute jalur,,,,,,2025-02
RQYEN8WJ,[UIP3BS - UPT PEMATANG SIANTAR] GI SIEMPAT RUBE,990000320496444,IP VPN,2Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN INI TERKAIT DENGAN INSIDEN : 25022305783  JAM OPEN : 17 02 2025  17:06 WIB JAM CLOSED  : 17 02 2025  17:20 WIB  ============================================= PENYEBAB : GANGGUAN JALUR SEGMEN CYBER - PLN UIK ACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan ini terkait dengan insiden 25022305783 jam open 17 02 2025 17 06 wib jam closed 17 02 2025 17 20 wib penyebab gangguan jalur segmen cyber pln uik action reroute jalur,,,,,,2025-02
EM2S6MZK,[UID SUMUT - UP3 RANTAU PRAPAT] ULP AEK KOTA BATU,990000020276839,IP VPN,1Mbps,2025-02-17 16:24:00,2025-02-17 17:20:00,0.0,0 days 00:56:00,56.0,GANGGUAN JALUR SEGMENT CYBER - PLN UIK REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment cyber pln uik reroute jalur,,,,,,2025-02
EM2S6V5B,[UIP3BS - UPT MEDAN] GITET GALANG (SCADA),1000007190,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN JALUR SEGMEN CYBER - PLN UIKACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segmen cyber pln uikaction reroute jalur,,,,,,2025-02
EM2S6VVF,[UIP3BS - UPT MEDAN] UPT MEDAN (SCADA),990000320330295,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN JALUR SEGMEN CYBER - PLN UIKACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segmen cyber pln uikaction reroute jalur,,,,,,2025-02
EM2DEL88,[UIP3BS - UPT MEDAN] GI MABAR,990000020263586,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN INI TERKAIT DENGAN INSIDEN : 25022305783  JAM OPEN : 17 02 2025  17:06 WIB JAM CLOSED  : 17 02 2025  17:20 WIB  ============================================= PENYEBAB : GANGGUAN JALUR SEGMEN CYBER - PLN UIK ACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan ini terkait dengan insiden 25022305783 jam open 17 02 2025 17 06 wib jam closed 17 02 2025 17 20 wib penyebab gangguan jalur segmen cyber pln uik action reroute jalur,,,,,,2025-02
EM2S6UMC,[UIP3BS - UPT MEDAN] GI MABAR,990000020263586,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN JALUR SEGMEN CYBER - PLN UIKACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segmen cyber pln uikaction reroute jalur,,,,,,2025-02
EM2S6SQJ,[UID SUMUT - UP3 MEDAN UTARA] ULP MEDAN TIMUR,10000027240003,IP VPN,5Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN JALUR SEGMEN CYBER - PLN UIKACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segmen cyber pln uikaction reroute jalur,,,,,,2025-02
EM2S6UUE,[UIP3BS - UPT MEDAN] GI BELAWAN (SCADA),990000320329003,IP VPN,128Kbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN JALUR SEGMEN CYBER - PLN UIKACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segmen cyber pln uikaction reroute jalur,,,,,,2025-02
EM2S6S7B,[UID SUMUT - UP3 MEDAN] ULP MEDAN BARU,10000027240004,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN JALUR SEGMEN CYBER - PLN UIKACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segmen cyber pln uikaction reroute jalur,,,,,,2025-02
EM2S6AED,[UID SUMUT - UP3 MEDAN UTARA] ULP HELVETIA,10000027240006,IP VPN,5Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN JALUR SEGMEN CYBER - PLN UIKACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segmen cyber pln uikaction reroute jalur,,,,,,2025-02
EM2S64YB,[UID SUMUT - UP3 MEDAN] ULP MEDAN SELATAN,10000027240007,IP VPN,1Mbps,2025-02-17 17:06:00,2025-02-17 17:20:00,0.0,0 days 00:14:00,14.0,GANGGUAN JALUR SEGMEN CYBER - PLN UIKACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segmen cyber pln uikaction reroute jalur,,,,,,2025-02
